,DATE,PRCP,SNOW,SNWD,TMAX,TMIN,TOBS,MONTH,DAY,PDO,AMO
4249,1967-03-29,0.47,3.0,101.0,44.0,16.0,16.0,03,29,-0.9490322580645161,-0.028870967741935486
4250,1967-03-30,2.03,19.0,122.0,17.0,6.0,14.0,03,30,-0.9596774193548386,-0.028290322580645164
4251,1967-03-31,0.0,0.0,116.0,29.0,6.0,22.0,03,31,-0.9703225806451612,-0.02770967741935484
4252,1967-04-01,1.22,21.0,132.0,25.0,17.0,22.0,04,01,-0.9809677419354839,-0.02712903225806452
4253,1967-04-02,0.61,8.0,134.0,36.0,9.0,28.0,04,02,-0.9916129032258064,-0.026548387096774196
4254,1967-04-03,0.0,0.0,124.0,45.0,24.0,43.0,04,03,-1.002258064516129,-0.025967741935483873
4255,1967-04-04,0.0,0.0,117.0,46.0,35.0,41.0,04,04,-1.0129032258064514,-0.02538709677419355
4256,1967-04-05,0.54,4.0,114.0,41.0,21.0,22.0,04,05,-1.023548387096774,-0.02480645161290323
4257,1967-04-06,0.95,10.0,121.0,40.0,13.0,37.0,04,06,-1.0341935483870968,-0.024225806451612902
4258,1967-04-07,0.0,0.0,118.0,41.0,26.0,39.0,04,07,-1.0448387096774192,-0.023645161290322583
4259,1967-04-08,0.19,2.0,110.0,39.0,24.0,24.0,04,08,-1.0554838709677419,-0.023064516129032257
4260,1967-04-09,0.0,0.0,107.0,38.0,18.0,30.0,04,09,-1.0661290322580643,-0.022483870967741938
4261,1967-04-10,0.0,0.0,107.0,42.0,26.0,36.0,04,10,-1.076774193548387,-0.021903225806451612
4262,1967-04-11,0.0,0.0,107.0,36.0,28.0,28.0,04,11,-1.0874193548387097,-0.02132258064516129
4263,1967-04-12,0.43,7.0,113.0,35.0,25.0,27.0,04,12,-1.098064516129032,-0.020741935483870967
4264,1967-04-13,0.22,2.0,113.0,34.0,24.0,34.0,04,13,-1.1087096774193548,-0.020161290322580645
4265,1967-04-14,0.0,0.0,109.0,38.0,26.0,36.0,04,14,-1.1193548387096772,-0.019580645161290322
4266,1967-04-15,0.2,1.0,109.0,36.0,27.0,34.0,04,15,-1.13,-0.019
4267,1967-04-16,0.8,7.0,116.0,39.0,12.0,14.0,04,16,-1.144,-0.024
4268,1967-04-17,0.0,0.0,113.0,32.0,12.0,32.0,04,17,-1.158,-0.028999999999999998
4269,1967-04-18,0.0,0.0,109.0,44.0,22.0,23.0,04,18,-1.172,-0.034
4270,1967-04-19,0.0,0.0,106.0,24.0,13.0,13.0,04,19,-1.186,-0.039
4271,1967-04-20,1.15,13.0,124.0,24.0,8.0,9.0,04,20,-1.2,-0.044
4272,1967-04-21,0.18,2.0,120.0,45.0,9.0,25.0,04,21,-1.214,-0.049
4273,1967-04-22,0.0,0.0,116.0,31.0,19.0,19.0,04,22,-1.228,-0.054000000000000006
4274,1967-04-23,0.05,7.0,123.0,26.0,16.0,20.0,04,23,-1.242,-0.059
4275,1967-04-24,0.0,0.0,118.0,31.0,17.0,20.0,04,24,-1.256,-0.064
4276,1967-04-25,0.0,0.0,115.0,31.0,16.0,19.0,04,25,-1.27,-0.069
4277,1967-04-26,0.15,2.0,116.0,40.0,18.0,37.0,04,26,-1.284,-0.074
4278,1967-04-27,0.0,0.0,111.0,41.0,30.0,33.0,04,27,-1.298,-0.079
4279,1967-04-28,0.0,0.0,109.0,35.0,21.0,25.0,04,28,-1.312,-0.084
4280,1967-04-29,0.36,4.0,114.0,25.0,12.0,12.0,04,29,-1.326,-0.08900000000000001
4281,1967-04-30,1.46,16.0,132.0,16.0,12.0,12.0,04,30,-1.3399999999999999,-0.094
4282,1967-08-01,0.0,0.0,0.0,72.0,55.0,55.0,08,01,-1.354,-0.099
4283,1967-08-02,0.0,0.0,0.0,70.0,50.0,50.0,08,02,-1.3679999999999999,-0.10400000000000001
4284,1967-08-03,0.0,0.0,0.0,72.0,50.0,52.0,08,03,-1.3820000000000001,-0.109
4285,1967-08-04,0.0,0.0,0.0,72.0,52.0,55.0,08,04,-1.396,-0.114
4286,1967-08-05,0.0,0.0,0.0,71.0,54.0,54.0,08,05,-1.4100000000000001,-0.11900000000000001
4287,1967-08-06,0.0,0.0,0.0,75.0,54.0,56.0,08,06,-1.424,-0.124
4288,1967-08-07,0.0,0.0,0.0,73.0,52.0,53.0,08,07,-1.438,-0.129
4289,1967-08-08,0.0,0.0,0.0,66.0,50.0,50.0,08,08,-1.452,-0.134
4290,1967-08-09,0.0,0.0,0.0,66.0,49.0,50.0,08,09,-1.466,-0.13899999999999998
4291,1967-08-10,0.0,0.0,0.0,69.0,50.0,51.0,08,10,-1.48,-0.144
4292,1967-08-11,0.0,0.0,0.0,72.0,50.0,53.0,08,11,-1.494,-0.149
4293,1967-08-12,0.0,0.0,0.0,69.0,52.0,53.0,08,12,-1.508,-0.154
4294,1967-08-13,0.0,0.0,0.0,74.0,53.0,54.0,08,13,-1.522,-0.159
4295,1967-08-14,0.0,0.0,0.0,75.0,53.0,53.0,08,14,-1.536,-0.16399999999999998
4296,1967-08-15,0.0,0.0,0.0,73.0,53.0,54.0,08,15,-1.55,-0.16899999999999998
4297,1967-08-16,0.0,0.0,0.0,74.0,53.0,54.0,08,16,-1.5193548387096774,-0.16680645161290322
4298,1967-08-17,0.0,0.0,0.0,74.0,53.0,54.0,08,17,-1.488709677419355,-0.16461290322580643
4299,1967-08-18,0.0,0.0,0.0,76.0,54.0,54.0,08,18,-1.4580645161290322,-0.16241935483870967
4300,1967-08-19,0.0,0.0,0.0,74.0,56.0,56.0,08,19,-1.4274193548387097,-0.16022580645161288
4301,1967-08-20,0.0,0.0,0.0,73.0,54.0,54.0,08,20,-1.396774193548387,-0.15803225806451612
4302,1967-08-21,0.0,0.0,0.0,70.0,52.0,53.0,08,21,-1.3661290322580646,-0.15583870967741933
4303,1967-08-22,0.0,0.0,0.0,73.0,51.0,52.0,08,22,-1.335483870967742,-0.15364516129032257
4304,1967-08-23,0.0,0.0,0.0,72.0,51.0,52.0,08,23,-1.3048387096774194,-0.15145161290322579
4305,1967-08-24,0.0,0.0,0.0,74.0,52.0,56.0,08,24,-1.2741935483870968,-0.14925806451612902
4306,1967-08-25,0.0,0.0,0.0,74.0,56.0,56.0,08,25,-1.2435483870967743,-0.14706451612903224
4307,1967-08-26,0.0,0.0,0.0,72.0,56.0,56.0,08,26,-1.2129032258064516,-0.14487096774193547
4308,1967-08-27,0.0,0.0,0.0,74.0,56.0,60.0,08,27,-1.182258064516129,-0.14267741935483869
4309,1967-08-28,0.0,0.0,0.0,71.0,54.0,56.0,08,28,-1.1516129032258065,-0.14048387096774193
4310,1967-08-29,0.0,0.0,0.0,71.0,54.0,56.0,08,29,-1.120967741935484,-0.13829032258064516
4311,1967-08-30,0.0,0.0,0.0,72.0,48.0,52.0,08,30,-1.0903225806451613,-0.13609677419354838
4312,1967-08-31,0.0,0.0,0.0,70.0,52.0,52.0,08,31,-1.0596774193548386,-0.1339032258064516
4313,1967-09-01,0.0,0.0,0.0,66.0,50.0,50.0,09,01,-1.0290322580645161,-0.13170967741935483
4314,1967-09-02,0.0,0.0,0.0,68.0,50.0,50.0,09,02,-0.9983870967741936,-0.12951612903225806
4315,1967-09-03,0.0,0.0,0.0,67.0,50.0,52.0,09,03,-0.967741935483871,-0.12732258064516128
4316,1967-09-04,0.0,0.0,0.0,68.0,53.0,53.0,09,04,-0.9370967741935484,-0.1251290322580645
4317,1967-09-05,0.0,0.0,0.0,71.0,53.0,56.0,09,05,-0.9064516129032258,-0.12293548387096773
4318,1967-09-06,0.0,0.0,0.0,72.0,46.0,46.0,09,06,-0.8758064516129033,-0.12074193548387097
4319,1967-09-07,0.0,0.0,0.0,60.0,46.0,46.0,09,07,-0.8451612903225807,-0.11854838709677418
4320,1967-09-08,0.0,0.0,0.0,65.0,46.0,48.0,09,08,-0.814516129032258,-0.11635483870967742
4321,1967-09-09,0.0,0.0,0.0,59.0,45.0,45.0,09,09,-0.7838709677419354,-0.11416129032258063
4322,1967-09-10,0.0,0.0,0.0,60.0,44.0,45.0,09,10,-0.7532258064516129,-0.11196774193548387
4323,1967-09-11,0.0,0.0,0.0,61.0,45.0,50.0,09,11,-0.7225806451612903,-0.10977419354838708
4324,1967-09-12,0.0,0.0,0.0,56.0,34.0,34.0,09,12,-0.6919354838709677,-0.10758064516129032
4325,1967-09-13,0.0,0.0,0.0,40.0,29.0,29.0,09,13,-0.6612903225806451,-0.10538709677419354
4326,1967-09-14,0.0,0.0,0.0,42.0,29.0,38.0,09,14,-0.6306451612903226,-0.10319354838709677
4327,1967-09-15,0.0,0.0,0.0,51.0,38.0,43.0,09,15,-0.6,-0.10099999999999999
4328,1967-09-16,0.0,0.0,0.0,57.0,40.0,40.0,09,16,-0.582,-0.1011
4329,1967-09-17,0.0,0.0,0.0,56.0,40.0,46.0,09,17,-0.564,-0.1012
4330,1967-09-18,0.0,0.0,0.0,58.0,42.0,42.0,09,18,-0.5459999999999999,-0.1013
4331,1967-09-19,0.0,0.0,0.0,52.0,34.0,34.0,09,19,-0.528,-0.10139999999999999
4332,1967-09-20,0.0,0.0,0.0,50.0,34.0,39.0,09,20,-0.51,-0.10149999999999999
4333,1967-09-21,0.0,0.0,0.0,58.0,39.0,50.0,09,21,-0.492,-0.1016
4334,1967-09-22,0.0,0.0,0.0,69.0,50.0,53.0,09,22,-0.474,-0.1017
4335,1967-09-23,0.0,0.0,0.0,56.0,43.0,47.0,09,23,-0.45599999999999996,-0.1018
4336,1967-09-24,0.0,0.0,0.0,65.0,47.0,47.0,09,24,-0.43799999999999994,-0.10189999999999999
4337,1967-09-25,0.0,0.0,0.0,60.0,45.0,45.0,09,25,-0.41999999999999993,-0.102
4338,1967-09-26,0.0,0.0,0.0,53.0,45.0,49.0,09,26,-0.40199999999999997,-0.1021
4339,1967-09-27,0.0,0.0,0.0,64.0,46.0,48.0,09,27,-0.38399999999999995,-0.1022
4340,1967-09-28,0.0,0.0,0.0,61.0,49.0,49.0,09,28,-0.36599999999999994,-0.1023
4341,1967-09-29,0.0,0.0,0.0,65.0,48.0,49.0,09,29,-0.348,-0.1024
4342,1967-09-30,0.0,0.0,0.0,65.0,49.0,51.0,09,30,-0.32999999999999996,-0.10250000000000001
4343,1967-10-01,0.0,0.0,0.0,56.0,43.0,48.0,10,01,-0.31199999999999994,-0.1026
4344,1967-10-02,0.0,0.0,0.0,55.0,40.0,46.0,10,02,-0.29399999999999993,-0.1027
4345,1967-10-03,0.0,0.0,0.0,57.0,46.0,49.0,10,03,-0.2759999999999999,-0.1028
4346,1967-10-04,0.0,0.0,0.0,48.0,37.0,46.0,10,04,-0.25799999999999995,-0.1029
4347,1967-10-05,0.2,2.0,0.0,56.0,46.0,48.0,10,05,-0.23999999999999994,-0.10300000000000001
4348,1967-10-06,0.0,0.0,0.0,55.0,28.0,28.0,10,06,-0.22199999999999992,-0.1031
4349,1967-10-07,0.0,0.0,0.0,36.0,25.0,28.0,10,07,-0.20399999999999996,-0.1032
4350,1967-10-08,0.0,0.0,0.0,49.0,27.0,38.0,10,08,-0.18599999999999994,-0.1033
4351,1967-10-09,0.0,0.0,0.0,57.0,37.0,42.0,10,09,-0.16799999999999993,-0.1034
4352,1967-10-10,0.0,0.0,0.0,56.0,38.0,38.0,10,10,-0.1499999999999999,-0.10350000000000001
4353,1967-10-11,0.0,0.0,0.0,57.0,38.0,41.0,10,11,-0.1319999999999999,-0.10360000000000001
4354,1967-10-12,0.0,0.0,0.0,63.0,39.0,39.0,10,12,-0.11399999999999993,-0.10370000000000001
4355,1967-10-13,0.0,0.0,0.0,58.0,36.0,36.0,10,13,-0.09599999999999997,-0.1038
4356,1967-10-14,0.0,0.0,0.0,57.0,33.0,34.0,10,14,-0.07799999999999996,-0.1039
4357,1967-10-15,0.0,0.0,0.0,36.0,25.0,25.0,10,15,-0.06,-0.10400000000000001
4358,1967-10-16,0.0,0.0,0.0,43.0,25.0,32.0,10,16,-0.0464516129032258,-0.1083225806451613
4359,1967-10-17,0.0,0.0,0.0,52.0,32.0,32.0,10,17,-0.03290322580645161,-0.11264516129032259
4360,1967-10-18,0.0,0.0,0.0,59.0,32.0,39.0,10,18,-0.01935483870967742,-0.11696774193548388
4361,1967-10-19,0.0,0.0,0.0,62.0,39.0,45.0,10,19,-0.005806451612903225,-0.12129032258064518
4362,1967-10-20,0.0,0.0,0.0,54.0,37.0,38.0,10,20,0.0077419354838709625,-0.12561290322580645
4363,1967-10-21,0.0,0.0,0.0,59.0,37.0,43.0,10,21,0.021290322580645157,-0.12993548387096776
4364,1967-10-22,0.0,0.0,0.0,54.0,35.0,35.0,10,22,0.03483870967741935,-0.13425806451612904
4365,1967-10-23,0.0,0.0,0.0,48.0,35.0,42.0,10,23,0.04838709677419355,-0.13858064516129032
4366,1967-10-24,0.0,0.0,0.0,43.0,27.0,27.0,10,24,0.06193548387096774,-0.14290322580645162
4367,1967-10-25,0.0,0.0,0.0,46.0,27.0,46.0,10,25,0.07548387096774192,-0.14722580645161293
4368,1967-10-26,0.0,0.0,0.0,48.0,26.0,26.0,10,26,0.08903225806451612,-0.1515483870967742
4369,1967-10-27,0.0,0.0,0.0,41.0,24.0,27.0,10,27,0.10258064516129031,-0.15587096774193548
4370,1967-10-28,0.0,0.0,0.0,45.0,24.0,45.0,10,28,0.11612903225806451,-0.1601935483870968
4371,1967-10-29,0.09,8.0,8.0,46.0,16.0,16.0,10,29,0.1296774193548387,-0.16451612903225807
4372,1967-10-30,0.0,0.0,0.0,27.0,13.0,22.0,10,30,0.1432258064516129,-0.16883870967741937
4373,1967-10-31,0.0,0.0,0.0,39.0,20.0,34.0,10,31,0.1567741935483871,-0.17316129032258065
4374,1967-11-01,0.0,0.0,0.0,48.0,33.0,36.0,11,01,0.1703225806451613,-0.17748387096774193
4375,1967-11-02,0.0,0.0,0.0,44.0,21.0,21.0,11,02,0.18387096774193548,-0.18180645161290324
4376,1967-11-03,0.0,0.0,0.0,26.0,12.0,16.0,11,03,0.19741935483870965,-0.18612903225806454
4377,1967-11-04,0.0,0.0,0.0,38.0,16.0,30.0,11,04,0.21096774193548384,-0.19045161290322582
4378,1967-11-05,0.0,0.0,0.0,41.0,28.0,28.0,11,05,0.22451612903225804,-0.1947741935483871
4379,1967-11-06,0.0,0.0,0.0,42.0,26.0,26.0,11,06,0.23806451612903223,-0.19909677419354838
4380,1967-11-07,0.0,0.0,0.0,44.0,26.0,26.0,11,07,0.25161290322580643,-0.20341935483870968
4381,1967-11-08,0.0,0.0,0.0,44.0,26.0,33.0,11,08,0.2651612903225806,-0.207741935483871
4382,1967-11-09,0.0,0.0,0.0,52.0,32.0,33.0,11,09,0.2787096774193548,-0.21206451612903227
4383,1967-11-10,0.0,0.0,0.0,46.0,26.0,26.0,11,10,0.292258064516129,-0.21638709677419354
4384,1967-11-11,0.0,0.0,0.0,41.0,26.0,32.0,11,11,0.3058064516129032,-0.22070967741935485
4385,1967-11-12,0.0,0.0,0.0,56.0,32.0,49.0,11,12,0.3193548387096774,-0.22503225806451613
4386,1967-11-13,0.0,0.0,0.0,56.0,40.0,40.0,11,13,0.3329032258064516,-0.22935483870967743
4387,1967-11-14,0.0,0.0,0.0,54.0,39.0,41.0,11,14,0.3464516129032258,-0.2336774193548387
4388,1967-11-15,0.0,0.0,0.0,54.0,37.0,37.0,11,15,0.36,-0.23800000000000002
4389,1967-11-16,0.0,0.0,0.0,53.0,34.0,34.0,11,16,0.3253333333333333,-0.2353
4390,1967-11-17,0.0,0.0,0.0,49.0,34.0,34.0,11,17,0.29066666666666663,-0.23260000000000003
4391,1967-11-18,0.0,0.0,0.0,52.0,33.0,33.0,11,18,0.256,-0.22990000000000002
4392,1967-11-19,0.35,2.0,2.0,49.0,32.0,35.0,11,19,0.22133333333333333,-0.2272
4393,1967-11-20,0.07,1.5,3.0,40.0,30.0,30.0,11,20,0.18666666666666665,-0.2245
4394,1967-11-21,0.89,9.0,10.0,34.0,24.0,24.0,11,21,0.152,-0.22180000000000002
4395,1967-11-22,0.05,1.0,10.0,26.0,9.0,10.0,11,22,0.11733333333333335,-0.21910000000000002
4396,1967-11-23,0.25,3.0,11.0,26.0,10.0,16.0,11,23,0.08266666666666667,-0.2164
4397,1967-11-24,0.0,0.0,10.0,24.0,16.0,22.0,11,24,0.04799999999999999,-0.2137
4398,1967-11-25,0.05,0.5,9.0,32.0,18.0,18.0,11,25,0.013333333333333308,-0.21100000000000002
4399,1967-11-26,0.0,0.0,9.0,24.0,10.0,10.0,11,26,-0.021333333333333315,-0.2083
4400,1967-11-27,0.0,0.0,9.0,27.0,5.0,12.0,11,27,-0.055999999999999994,-0.2056
4401,1967-11-28,0.0,0.0,8.0,40.0,12.0,26.0,11,28,-0.09066666666666667,-0.20290000000000002
4402,1967-11-29,0.28,4.0,12.0,27.0,13.0,13.0,11,29,-0.1253333333333333,-0.20020000000000002
4403,1967-11-30,0.08,0.5,11.0,24.0,12.0,21.0,11,30,-0.16000000000000003,-0.1975
4404,1967-12-01,1.17,13.0,23.0,22.0,15.0,15.0,12,01,-0.19466666666666665,-0.1948
4405,1967-12-02,0.08,1.0,23.0,16.0,6.0,12.0,12,02,-0.22933333333333328,-0.1921
4406,1967-12-03,0.0,0.0,20.0,42.0,12.0,23.0,12,03,-0.264,-0.1894
4407,1967-12-04,0.0,0.0,18.0,40.0,19.0,21.0,12,04,-0.29866666666666664,-0.1867
4408,1967-12-05,0.0,0.0,17.0,34.0,19.0,26.0,12,05,-0.33333333333333337,-0.184
4409,1967-12-06,0.7,8.0,24.0,28.0,8.0,8.0,12,06,-0.368,-0.18130000000000002
4410,1967-12-07,0.0,0.0,23.0,26.0,5.0,26.0,12,07,-0.4026666666666666,-0.1786
4411,1967-12-08,0.6,8.0,26.0,30.0,8.0,30.0,12,08,-0.43733333333333335,-0.1759
4412,1967-12-09,0.36,6.0,30.0,30.0,4.0,4.0,12,09,-0.472,-0.17320000000000002
4413,1967-12-10,0.0,0.0,26.0,22.0,3.0,20.0,12,10,-0.5066666666666666,-0.17049999999999998
4414,1967-12-11,0.0,0.0,24.0,28.0,12.0,24.0,12,11,-0.5413333333333333,-0.1678
4415,1967-12-12,0.13,2.0,25.0,30.0,1.0,2.0,12,12,-0.576,-0.1651
4416,1967-12-13,0.09,1.0,25.0,3.0,-9.0,-9.0,12,13,-0.6106666666666666,-0.1624
4417,1967-12-14,0.0,0.0,24.0,11.0,-9.0,7.0,12,14,-0.6453333333333332,-0.1597
4418,1967-12-15,0.0,0.0,23.0,30.0,6.0,30.0,12,15,-0.68,-0.157
4419,1967-12-16,0.12,1.5,23.0,34.0,19.0,21.0,12,16,-0.6790322580645162,-0.16
4420,1967-12-17,0.86,9.0,31.0,21.0,3.0,3.0,12,17,-0.6780645161290323,-0.163
4421,1967-12-18,0.11,3.0,31.0,13.0,1.0,13.0,12,18,-0.6770967741935484,-0.166
4422,1967-12-19,0.42,5.0,32.0,17.0,12.0,16.0,12,19,-0.6761290322580645,-0.169
4423,1967-12-20,0.06,1.0,32.0,19.0,9.0,9.0,12,20,-0.6751612903225807,-0.172
4424,1967-12-21,0.87,11.0,39.0,9.0,0.0,9.0,12,21,-0.6741935483870968,-0.175
4425,1967-12-22,0.24,2.0,39.0,11.0,-4.0,11.0,12,22,-0.6732258064516129,-0.178
4426,1967-12-23,0.0,0.0,34.0,34.0,11.0,27.0,12,23,-0.6722580645161291,-0.181
4427,1967-12-24,0.0,0.0,33.0,43.0,19.0,19.0,12,24,-0.6712903225806452,-0.184
4428,1967-12-25,0.0,0.0,33.0,30.0,17.0,25.0,12,25,-0.6703225806451614,-0.187
4429,1967-12-26,2.65,14.0,45.0,30.0,25.0,27.0,12,26,-0.6693548387096775,-0.19
4430,1967-12-27,0.7,5.5,53.0,27.0,21.0,24.0,12,27,-0.6683870967741936,-0.193
4431,1967-12-28,0.0,0.0,53.0,28.833333333333332,13.121212121212121,19.933333333333334,12,28,-0.6674193548387097,-0.196
4432,1967-12-29,0.08,0.2,53.0,33.0,11.0,17.0,12,29,-0.6664516129032259,-0.199
4433,1967-12-30,0.0,0.0,67.0,29.83823529411765,13.352941176470589,19.016393442622952,12,30,-0.665483870967742,-0.202
4434,1967-12-31,0.0,0.0,67.0,15.0,2.0,6.0,12,31,-0.6645161290322581,-0.20500000000000002
4435,1968-01-01,0.2,3.0,67.0,22.0,6.0,17.0,01,01,-0.6635483870967742,-0.20800000000000002
4436,1968-01-02,0.49,7.0,70.0,21.0,13.0,13.0,01,02,-0.6625806451612903,-0.211
4437,1968-01-03,0.15,3.0,67.0,13.0,6.0,6.0,01,03,-0.6616129032258065,-0.214
4438,1968-01-04,0.0,0.0,63.0,15.0,6.0,7.0,01,04,-0.6606451612903226,-0.217
4439,1968-01-05,0.0,0.0,62.0,32.0,5.0,12.0,01,05,-0.6596774193548387,-0.22
4440,1968-01-06,0.0,0.0,60.0,28.0,1.0,1.0,01,06,-0.6587096774193548,-0.223
4441,1968-01-07,0.0,0.0,59.0,21.0,0.0,15.0,01,07,-0.6577419354838709,-0.226
4442,1968-01-08,0.0,0.0,58.0,30.0,11.0,16.0,01,08,-0.6567741935483872,-0.229
4443,1968-01-09,0.0,0.0,56.0,28.0,13.0,23.0,01,09,-0.6558064516129033,-0.23199999999999998
4444,1968-01-10,0.0,0.0,55.0,35.0,18.0,27.0,01,10,-0.6548387096774194,-0.235
4445,1968-01-11,0.79,9.0,63.0,29.0,0.0,0.0,01,11,-0.6538709677419355,-0.238
4446,1968-01-12,0.0,0.0,60.0,14.0,-2.0,11.0,01,12,-0.6529032258064517,-0.241
4447,1968-01-13,0.0,0.0,59.0,39.0,10.0,28.0,01,13,-0.6519354838709678,-0.244
4448,1968-01-14,0.0,0.0,57.0,50.0,26.0,29.0,01,14,-0.6509677419354839,-0.247
4449,1968-01-15,0.0,0.0,55.0,52.0,27.0,33.0,01,15,-0.65,-0.25
4450,1968-01-16,0.0,0.0,55.0,44.0,30.0,31.0,01,16,-0.6351612903225806,-0.24845161290322582
4451,1968-01-17,0.0,0.0,55.0,32.0,15.0,15.0,01,17,-0.6203225806451613,-0.2469032258064516
4452,1968-01-18,0.0,0.0,54.0,18.0,4.0,13.0,01,18,-0.6054838709677419,-0.24535483870967742
4453,1968-01-19,0.0,0.0,54.0,36.0,12.0,27.0,01,19,-0.5906451612903226,-0.24380645161290324
4454,1968-01-20,0.0,0.0,53.0,44.0,25.0,29.0,01,20,-0.5758064516129032,-0.24225806451612902
4455,1968-01-21,0.0,0.0,53.0,45.0,27.0,30.0,01,21,-0.5609677419354839,-0.24070967741935484
4456,1968-01-22,0.0,0.0,51.0,44.0,27.0,28.0,01,22,-0.5461290322580645,-0.23916129032258066
4457,1968-01-23,0.0,0.0,51.0,41.0,26.0,27.0,01,23,-0.5312903225806451,-0.23761290322580644
4458,1968-01-24,0.0,0.0,51.0,42.0,27.0,36.0,01,24,-0.5164516129032258,-0.23606451612903226
4459,1968-01-25,0.0,0.0,50.0,47.0,27.0,28.0,01,25,-0.5016129032258065,-0.23451612903225805
4460,1968-01-26,0.0,0.0,50.0,42.0,25.0,28.0,01,26,-0.48677419354838714,-0.23296774193548386
4461,1968-01-27,0.07,1.0,51.0,28.0,23.0,23.0,01,27,-0.47193548387096773,-0.23141935483870968
4462,1968-01-28,1.78,13.0,64.0,27.0,15.0,15.0,01,28,-0.45709677419354844,-0.22987096774193547
4463,1968-01-29,0.18,3.0,65.0,15.0,7.0,15.0,01,29,-0.44225806451612903,-0.22832258064516128
4464,1968-01-30,0.0,0.0,63.0,24.0,15.0,22.0,01,30,-0.4274193548387097,-0.2267741935483871
4465,1968-01-31,0.0,0.0,61.0,25.0,20.0,23.0,01,31,-0.41258064516129034,-0.2252258064516129
4466,1968-02-01,0.42,5.0,65.0,23.0,3.0,5.0,02,01,-0.397741935483871,-0.2236774193548387
4467,1968-02-02,0.0,0.0,64.0,28.0,5.0,22.0,02,02,-0.38290322580645164,-0.22212903225806452
4468,1968-02-03,0.3,3.5,65.0,31.0,19.0,25.0,02,03,-0.3680645161290323,-0.2205806451612903
4469,1968-02-04,0.06,1.0,65.0,25.0,16.0,17.0,02,04,-0.35322580645161294,-0.21903225806451612
4470,1968-02-05,0.0,0.0,62.0,36.0,16.0,22.0,02,05,-0.33838709677419354,-0.2174838709677419
4471,1968-02-06,0.0,0.0,62.0,43.0,22.0,28.0,02,06,-0.3235483870967742,-0.21593548387096773
4472,1968-02-07,0.0,0.0,61.0,39.0,26.0,28.0,02,07,-0.30870967741935484,-0.21438709677419354
4473,1968-02-08,0.0,0.0,60.0,43.0,22.0,23.0,02,08,-0.2938709677419355,-0.21283870967741936
4474,1968-02-09,0.0,0.0,59.0,41.0,22.0,27.0,02,09,-0.27903225806451615,-0.21129032258064515
4475,1968-02-10,0.0,0.0,59.0,39.0,25.0,27.0,02,10,-0.2641935483870968,-0.20974193548387096
4476,1968-02-11,0.0,0.0,58.0,41.0,23.0,26.0,02,11,-0.24935483870967745,-0.20819354838709675
4477,1968-02-12,0.12,2.0,57.0,38.0,21.0,21.0,02,12,-0.23451612903225805,-0.20664516129032257
4478,1968-02-13,0.69,11.0,69.0,26.0,18.0,23.0,02,13,-0.2196774193548387,-0.20509677419354838
4479,1968-02-14,0.15,1.0,76.0,24.0,18.0,19.0,02,14,-0.20483870967741935,-0.2035483870967742
4480,1968-02-15,0.13,2.0,74.0,21.0,12.0,17.0,02,15,-0.19,-0.20199999999999999
4481,1968-02-16,0.0,0.0,71.0,23.0,12.0,18.0,02,16,-0.18068965517241378,-0.20237931034482756
4482,1968-02-17,0.0,0.0,69.0,27.0,16.0,22.0,02,17,-0.1713793103448276,-0.20275862068965517
4483,1968-02-18,1.4,9.0,77.0,28.0,22.0,27.0,02,18,-0.16206896551724137,-0.20313793103448274
4484,1968-02-19,0.26,1.0,76.0,31.0,26.0,31.0,02,19,-0.15275862068965518,-0.20351724137931032
4485,1968-02-20,0.48,2.0,78.0,37.0,29.0,32.0,02,20,-0.14344827586206896,-0.20389655172413793
4486,1968-02-21,1.6,9.0,86.0,33.0,23.0,26.0,02,21,-0.13413793103448274,-0.2042758620689655
4487,1968-02-22,1.8,15.0,98.0,30.0,22.0,22.0,02,22,-0.12482758620689655,-0.20465517241379308
4488,1968-02-23,0.52,3.5,97.0,30.0,22.0,29.0,02,23,-0.11551724137931034,-0.20503448275862068
4489,1968-02-24,1.02,4.0,99.0,33.0,28.0,32.0,02,24,-0.10620689655172413,-0.20541379310344826
4490,1968-02-25,0.0,0.0,98.0,32.0,22.0,24.0,02,25,-0.09689655172413793,-0.20579310344827584
4491,1968-02-26,0.0,0.0,97.0,43.0,22.0,26.0,02,26,-0.08758620689655172,-0.20617241379310344
4492,1968-02-27,0.43,5.0,101.0,42.0,24.0,26.0,02,27,-0.0782758620689655,-0.20655172413793102
4493,1968-02-28,0.0,0.0,99.0,35.0,19.0,19.0,02,28,-0.0689655172413793,-0.20693103448275862
4494,1968-02-29,0.0,0.0,95.0,35.0,19.0,22.0,02,29,-0.05965517241379309,-0.2073103448275862
4495,1968-03-01,0.0,0.0,92.0,41.0,20.0,23.0,03,01,-0.0503448275862069,-0.20768965517241378
4496,1968-03-02,0.0,0.0,91.0,43.0,21.0,25.0,03,02,-0.04103448275862068,-0.20806896551724138
4497,1968-03-03,0.0,0.0,91.0,43.0,21.0,22.0,03,03,-0.03172413793103446,-0.20844827586206896
4498,1968-03-04,0.0,0.0,90.0,44.0,22.0,24.0,03,04,-0.022413793103448265,-0.20882758620689654
4499,1968-03-05,0.0,0.0,88.0,43.0,23.0,31.0,03,05,-0.013103448275862045,-0.20920689655172414
4500,1968-03-06,0.0,0.0,86.0,45.0,23.0,28.0,03,06,-0.003793103448275853,-0.20958620689655172
